,Unnamed: 0,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,sourcefilename
0,0,Silvie,"March 18, 2022",4.0 out of 5 stars,Worse than the SP4 for art,"I've had a Surface Pro 4 for years now and it has been used for all my personal and commissioned artwork since I got it. Before that, I had a SP3, which was also amazing -- so I'm a big Surface fan in general. Unfortunately, My Pro 4 is finally on its way out. The charging port is iffy, and it does not support Windows 11, meaning in a year or so it would be obsolete anyway. So, with the good sale on the 8s, which has 11 by default, I decided to upgrade.The 8 does have a bigger screen and an upgradable hard drive, which are the nicest features. But for art, it feels like a downgrade to a much cheaper tablet.Firstly, despite Microsoft saying it supports their specific models, none of the old Surface pens actually work fully. I tested OneNote, Paint, Medibang Paint Pro, and Photoshop, just to be sure it wasn't software-based.... but using any of those pens caused CRAZY line wobble on diagonals (see picture; straight line is when I tried using my finger). Drawing vertical or horizontal lines, no problem -- straight as your hand can go. Even using a ruler, attempting to draw any line that veers horizontally (or a circle/any shape that requires diagonal angles) produces a very strange squiggle that renders art impossible. I spent HOURS with Microsoft support, downloading drivers, reinstalling Windows, the whole works -- right up until they told me that it must be a device problem and to return it. So return it I did.... and the second one has the exact same problem. I drove all the way into town to a store that had a display model and tested my multiple pens on that one, and found even the display has that issue. Weird seeing as they even sold the old pens still!So, I tried upgrading to the Slim Pen 2, a nice extra hundred and twenty bucks that I didn't expect to have to spend since my SP4 pens were listed as compatible. But, it works! The pen is nice, too, though I am frustrated that I had to buy it at all. If the computer can't recognize the pens fully, IMO they shouldn't be listed as supported. If I had known that I needed the newest surface pen from the get go, I wouldn't be nearly as annoyed.But then, I found out that not ONLY do you need to use a very specific pen.... but you CAN'T use a screen protector. My SP4 worked with a good tempered glass screen protector on it, absolutely no problem. I went through 3 protectors over the last few years due to them cracking or getting scratched, so I definitely need a protector -- but upon installing any glass protector on the 8, I get the diagonal wobbly line issue AGAIN. For pete's sake. I tested 4 different screen protectors and had the same issue every time. I read reviews for every single brand's screen protector available on Amazon, and each one had a review saying they had touch issues after applying it.Eventually, I found a film-based matte protector that DOES work. It will maybe 1/20 times produce a wobbly line, but is far more consistent and usable. Only problem is that there was literally one option available for a film-based protector on amazon, it was awful to install and has bubbles, and the matte visibility makes it have an awful texture/distorts the picture a bit. Perhaps as the device gets older, more screen protectors will be developed for it that aren't annoying, but for now I feel forced into using it this way and I still find myself using my 4 despite its charging issues.Thus far I'm very disappointed in the 8. As a note-taking device or portable Windows tablet, it's fine,  but for art I'd pick an SP4 over it any day.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
1,1,Karl Connolly,"August 22, 2022",5.0 out of 5 stars,Loving this version of MS Surface Pro,"I’ve had the surface pro three for many years and use it for DJing with a leading provider of D.J. Software. The requirements of the sulfur however really taxed that version of the surface pro three and so this upgrade to surface pro eight has been like coming out of the dark ages into the light. The system is incredibly responsive, and I’m absolutely loving the speed at which it processes the application and any of the tasks that I’ve thrown at it. My only issue is that for some reason Microsoft has chosen to replace the SD slot with the capability to replace  the internal drive and I really miss that little drive. Still love the 8 though and would recommend it. Microsoft in windows 11 have done amazing things with respect to ease of set up an configuration and connectivity to the device by a facial recognition etc.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
2,2,Amazon Customer,"August 13, 2022",5.0 out of 5 stars,So far so good,"So far I am loving the computer, the only problem I have is, it doesn't have a regular connection to USB, it seems like Microsoft are trying to copy Apple and make you buy specific things for their products which is something I do not like at all. Other than that it’s really lightweight  and a good combination between a tablet and a computer , pretty awesome","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
3,3,Terseer,"August 11, 2022",4.0 out of 5 stars,Surface device dual usage and speed,I like the fact that the Surface device serves a dual purpose of a tablet and a Laptop. The speed of my Surface device and its interaction with other devices is great.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
4,4,Jerry,"April 9, 2022",5.0 out of 5 stars,"Built wonderfully for Windows 11 but rather expensive. Windows Home, no micro-SD slot.","It was time to replace my old surface pro 3 which I bought new several years ago since it became very slow (only 8 GB of ram) and hot while the battery slowed to only 1 hour duration. I was torn between purchasing the Dell XPS 13 (which was about $300 cheaper) or the Surface Pro 8. I chose the Surface since I preferred the tablet functionality while retaining the option of a keyboard which is removeable (sold separately). I find it convenient to sit in my recliner with the tablet to read a book online.I bought the 32GB version of the Surface pro 8 since you cannot upgrade the memory later. Frankly, it is very fast, boots up within seconds, and I really enjoy Windows 11 on it. The touch screen is very responsive, especially with a new pen. Be sure to review and select the gesture controls to avoid erratic movements and find that place in settings to use your pen as a mouse. I use it with as a PC with a keyboard purchased separately and as a tablet when I read my books. It has two USB-C ports on the side (thunderbolt 4) which you could connect through a hub to a monitor (I have not). It connects nicely to my roku wirelessly as I cast the computer screen to the TV when needed to show pictures/videos. The surface pro 3 could not.After spending all of this money I was annoyed to discover it came with Windows Home and not Windows Pro, so I spent more money to upgrade it from the windows store. It does NOT come with a micro-SD card slot which the Surface pro 3 had!  But the hard drive is replaceable which is some benefit. Any further annoyances are due to getting use to Windows 11, which overall I like and will eventually upgrade my other PCs. Overall, I am very happy with this expensive purchase.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
5,5,Michael Underwood,"August 9, 2022",5.0 out of 5 stars,Has a very fast CPU!,"It should come with a keyboard. Or at least suggest a keyboard at time of purchase. Other than that, I love it!","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
6,6,r00r83,"August 14, 2022",5.0 out of 5 stars,"It is really a very good device, microsoft is the best !!","I really liked the device, fast and solid !Microsoft has reached to perfection 🥰🥰","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
7,7,Gary R.,"August 22, 2022",5.0 out of 5 stars,Does all I need it to very nicely.,Great machine.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
8,8,Augustine,"August 13, 2022",5.0 out of 5 stars,Love it.,Same design but with expandable ssd.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
9,9,MoE Orozco,"July 26, 2022",5.0 out of 5 stars,El 2 en 1 Perfecto 👌🏻,"Llego súper rápido y en buen estado, es Perfecta para viajar ligera, fácil de configurar, apenas la estoy explorando pero me ha parecido buena inversión","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
10,10,P Callihan,"July 30, 2022",5.0 out of 5 stars,Beautiful design  & function,This is so much better than a standard laptop.  The design and function is amazing!,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
11,11,Wanderlist,"July 2, 2022",5.0 out of 5 stars,Not for daily long battery endurance unfortunately,"My only real gripe is the battery life, about 4-6 hours when using conservatively and 2-3 hours with settings turned all the way up (and I'm not a gamer. This was not a deal breaker for me though, it's otherwise a very powerful machine. A bit heavier than expected too, but this translates as durability/quality of product for me. Awesome tabluter, love it.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
12,12,David S,"June 24, 2022",4.0 out of 5 stars,Replaced 3 devices,"I had a kindle, laptop and tablet. Replaced all three with one device.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
13,13,Laura ,"August 4, 2022",5.0 out of 5 stars,Fast speed in processing! Excellent handwriting recognition!,Work use is impeccable!,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
14,14,diego pimentel,"July 17, 2022",5.0 out of 5 stars,Un avion!,"Entiendo que por la configuracion y placa de video es un equipo excelente, la bateria tiene buena duracion… podra mejorarse aun mas?","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
15,15,Kronos,"April 25, 2022",4.0 out of 5 stars,,,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
16,16,Derahn Shields,"June 28, 2022",5.0 out of 5 stars,"Well, it's a Surface Pro 8!","I bought this for class work, but I've used it for streaming and pdf markups as well. It's a good laptop! I wish the RAM weren't soldered in, because I'd like to be able to upgrade at some point from 8 to 16 GB, but it is what it is! At least I didn't get sent a Surface 7.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
17,17,Widget,"July 10, 2022",5.0 out of 5 stars,Indeed a Surface Pro 8,"I saw a handful of reviews saying that this was actually a Surface Pro 7 instead of an 8, but thankfully it was indeed a Surface Pro 8; new and as listed.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
18,18,Anthony,"July 9, 2022",5.0 out of 5 stars,Nice computer,"I like the Surface Pro. Light weight, compact. versatile.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
19,19,Marguerite S. Greene,"July 9, 2022",5.0 out of 5 stars,Awesome,Super fast and responsive love it,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
20,20,John T Taylor,"March 10, 2022",5.0 out of 5 stars,Microsoft Surface Pro8 (genuine),"Some of the reviews concerned me about refurbished models or not Surface Pro 8 devices.  I read the comments after I purchased.  One person noted, not in an original MS box. The Amazon rules, you can return if not opened. If it was in a plain box, or I felt it was not what I ordered then I would have not opened and returned to Amazon.In my case, I received a genuine sealed Microsoft Box with the correct markings. I did receive a Microsoft Surface Pro 8 (ran surface command) reports ""Surface Pro 8 Model 1983 i7"" running Windows 11 Home. Two Thunderbolt ports to the right, all good.In spite of the swelling battery issue (8yr Surface 3, now disposed, and 6yr Surface 4, swapped) I still like the Microsoft Surface Pro. I also added the Kensington SD5750T dock while at my desk.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
21,21,TheTechieGeek,"February 12, 2022",5.0 out of 5 stars,I like it way more than I thought I would,"So I am OS agnostic but if forced to prefer an OS it would be Linux.  That being said I need to work in Windows a lot.  I was going to buy a laptop but began to think about the advantages of the tablet form factor.  After weighing the pros-and-cons I went for the Windows Surface Pro 8 because there are no decent Linux tablets available and having tested my wife's iPad I was not interested in one of those.  I also purchased the flip down keyboard/cover which is a must for my use cases.  Long story short I was very pleasantly surprised by the display, performance, battery life, and form-factor with the fold down keyboard.  HIINT: Make sure you order the keyboard for the ""Surface 8 Pro"" there are several older ones that look the same but will not work on the Surface Pro 8.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
22,22,William,"May 20, 2022",5.0 out of 5 stars,Got what I asked for excelent customer service,Bought  From ARF tec 32gig ram 1tb HD. Delivered what I ordered on time. I am verry pleased with the speed and quality of this laptop/tablet. I will update review if any thing changes. Customer service excelent.Update!!!  ITS BEEN THREE DAYS and  This thing kicks ass!!!!!,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
23,23,Stygeria,"May 7, 2022",5.0 out of 5 stars,Impressed,Loving my new Surface Pro 8. I was nervous since some people said they got other devices. But this is why I primarily purchase items sold and shipped by Amazon. If not sold then shipped. The screen look great and with the added keyboard it’s just awesome.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
24,24,George O'Brien,"April 27, 2022",3.0 out of 5 stars,No Keyboard,"It seems a bit conflicting that keyboard is discussed in 2 paragraphs of the description, shown in 3 of the 6 pictures, and not listed as an accessory one might consider.  I could go on but you can do the math.  Just so happens that accessories note in description that other items , like the pen, are (sold separately).  I wanted the item and had looked at so many Surface products with keyboards that I really didn't catch that it didn't come with it.  My bad.........","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
25,25,Don Omondi,"June 11, 2022",5.0 out of 5 stars,Best detachable laptop.,The core i7 is strong and the front camera 1080p.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
26,26,Miguel Tzompantzi,"February 21, 2022",4.0 out of 5 stars,blue screen,I use to get this blue screen after reconnect with microsoft dock station with two monitor.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
27,27,Kevin Biondi,"December 19, 2021",4.0 out of 5 stars,"Great machine, albeit expensive with lackluster battery life","Love having a tablet/laptop that has an OS that I can code on, run docker desktop, etc.....  I have had for a week and everything is awesome about it except for the battery life and the price tag and needing to buy the keyboard and pen separate.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
28,28,Hobie,"December 4, 2021",5.0 out of 5 stars,Best Microsoft Surface To Date,"This is the fourth Microsoft Surface 2-in-1 I have owned, and it is the clearly best.  Microsoft has checked all the boxes for user's desires resulting in a product that does not disappoint.  Best features include robust performance, larger display with brilliant colors, good overall battery life and modern peripheral access ports.  The new type cover offers a convenient storage/charging slot for the pen and the docking device has been reconfigured and improved, although they are not backward compatible with earlier Surface models.  Prices tend to be at the upper end of the scale but coupled with Windows 11 the overall satisfaction has been provided.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
29,29,Janet Ann Thompson,"March 15, 2022",3.0 out of 5 stars,Proprietary,If you’re computer illiterate this is perfect for you. But if you need do use a specific photo editing software and you need to save it to a specific place good luck because it wants you to do it their way the machine itself is great. This version of windows is even worse than the last I may have to just stay with my 10-year-old laptop to get my work done,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
30,30,Judiel824,"August 28, 2022",1.0 out of 5 stars,Be aware of this issue...,"Twice the 2 units failed in the same; the battery doesn't last 4 and a half hours out of the box. I did everything to make it last at least 6 hours, but nothing changed the fact that for some weird or not the reason these 2 units suffer from the same. Now, I must let you know that these 2 units were brand new, sealed in the original box, with no fingerprint, and everything was clean and sealed.Also according to a Microsoft technician, he never heard of such a poor battery performance on a unit out of the box, much less 2 units.I performed both battery reports and was right on the spot. The frustrating trips to UPS Store, and time on the phone explaining over and over it really drain the best out of you, but knowing that Amazon back you up with amazing associates that are caring enough for your disappointment and frustration is priceless.I am planning to buy again a Surface Pro 8 but this time I will buy it directly from Microsoft just in case that batch got some bad vodoo energy or something a little more technical than that.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
31,31,Jairo Barrett,"June 24, 2022",1.0 out of 5 stars,"While it works, Good if you do very light work on it, bad for long calls or sustained work.",,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
32,32,Krystina33,"May 6, 2022",5.0 out of 5 stars,The best,The media could not be loaded.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
33,33,Zachary Domire,"July 26, 2022",1.0 out of 5 stars,The worst purchase I have ever made," *update July 1st, Open and set up the device 17th 22, on July 1st 1 the fan broke while device was sitting still on my desk during a Skype call.Amazon customer support said they wont even take a return because the device broke while I was using it (well, its supposed to be used)I'm currently traveling and wouldn't have been able to get it returned within 1 day.Tried the manufacturer route (Microsoft Device Service & Repair says the warrantee is there till 7/11/2023), I'm suspicious of that route because it mentions physical damage is not covered, but a fan breaking loose is indeed physical damage.----Purchased it ""sold and shipped by Amazon"" in order to avoid issues where sellers send the wrong thing. i7 model.Unfortunately it overheats quickly with sustained work that I thought was not excessive, typical work load includes- Joining a 30 minutes meeting over Zoom or Teams,- Using an external 4k display- Sharing screen for half meeting- Speaking through Krisp- Using Chrome with Google Docs on a couple tabs to review or keep notes etcThis puts the computer to its knees, throttling kicks in and the computer runs at 5% the speed till the temperature goes down.Overall, I'm impressed with most aspects,But this tablet was not designed for sustained workloads, it was designed to keep quiet no matter the cost, even if it needs to slow down the performance to unusable speeds through throttling.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
34,34,Patrick,"May 4, 2022",5.0 out of 5 stars,Great product,This is one of the best purchases or investments I have ever made.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
35,35,Gary J.,"January 3, 2022",3.0 out of 5 stars,Not worth it,"I had my device for only a short time and it has been all bad. It was a horrible user experience without a keyboard. When I got my keyboard, I just wished I had bought a laptop. It fell from a height of less than 2 feet and broke the screen. The service is what makes this a truly terrible device. They say you can bring it to best buy for service. However there isn't one within 100 miles. I called and they told me if I brought it in they could service it with2-3 days. I drove 3+ hours to take it in. The Best Buy had no idea what they were doing and seemed unaware that Microsoft service directs you to the store. They sent it off to Microsoft telling me there would be no charge, but it would take 3 weeks. I track it online it is sent to Microsoft and sent back without repair. I get a call that I have to drive back to the store and send it to Microsoft myself. There will be a $500 charge.If a product breaks easily and is impossible to repair, it is worthless. Save your money and buy literally anything else.","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
36,36,Juan Carlos ,"April 20, 2022",5.0 out of 5 stars,"Excellent product, the best  thanks",Very efficient product.A bit expensive.,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
37,37,Francis A. Benjamin,"April 2, 2022",5.0 out of 5 stars,Awesome!,"The Microsoft premium price you will pay for this laptop is not worth it. Here are the recommendations for what to do when your Hello MS Facial Recognition fails after six weeks:1. Uninstall all possible related drivers, then reinstall all possible related drivers.2. Do a Factory Reset, losing 50 hours of set-up work3. Sell your new laptop on e-bay at an 80% discount and buy a new one.Best honest advice: Get a ""cover"" (aka $200 keyboard) with fingerprint recognition","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
38,38,Kevin,"March 4, 2022",5.0 out of 5 stars,Great PC in the form of a tablet.,"Excellent product, the best  thanks","Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
39,39,GIGI,"August 8, 2022",2.0 out of 5 stars,Doesn't come with a keyboard or power cords,Awesome to be able to be fully productive while being mobile!,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 512GB SSD - Device Only - Platinum (Latest Model)","$1,911.69",reviews1.csv
