,Unnamed: 0,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,sourcefilename
10,10,DAN,"July 20, 2021",5.0 out of 5 stars,Toshiba’s are the best!,"Toshiba laptops are by far my favorites.  I love this one and have enjoyed working on it.  I have had two others over the last 25-30 years and have never had any problems with them.  I just wore them out and updates were not available for them any longer, hence the purchase of this new one. I was worried when I had read that Toshiba was not doing laptops any longer but when I discovered the DynaBook was actually the Toshiba,  I was thrilled.","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
11,11,Carlos Rodriguez,"October 10, 2021",5.0 out of 5 stars,Great Toshiba Laptop,"This is my 5th Toshiba laptop in the past 25 years, always the best, it is down to basics with all the extras that are needed to use for work and home. If you are really looking for plug and play/work computer, this is the laptop with the best value for the money.","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
12,12,Jesus Duarte,"February 23, 2022",5.0 out of 5 stars,The best price for the best laptop,Toshiba always have been my favorite laptop. What a pity that it don't make more laptops.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
13,13,Suemp,"January 26, 2022",5.0 out of 5 stars,Amazing laptop,"Enjoying the speed. It works perfectly! Now I have a laptop for 4k video editing! Happy me! Please, buy!","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
14,14,Jen,"September 3, 2020",4.0 out of 5 stars,Nice price for whole lotta computer,Had the computer for 3 weeks. I really like it. It has the writable drive I wanted. It’s solid feel to it without weight. The screen is nice and bright.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
15,15,Tina Brill,"December 7, 2021",5.0 out of 5 stars,laptop,Laptop is being used by a young adult and it had what was needed,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
16,16,Robert D.,"July 18, 2021",3.0 out of 5 stars,Graphics are poor,Good Processor and Memory.  The graphics are only 1366x768.  I have better graphics on and old laptop.  Disappointing especially for the price.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
17,17,estrellita Aclan,"January 17, 2022",2.0 out of 5 stars,Expect no Tech support if you are buying this PC. hard to even find out who to call.,"Zero Tech support, from the vendor. Tried to get help about Print- issue with this PC but not with my Ipad, Old Toshiba PC & Iphone. Fortunately, this works very well & fast with my trading software so I decide to keep it.","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
18,18,txheatseal,"July 2, 2021",5.0 out of 5 stars,Quick Set Up easy to get up and running.,The Dynabook makes Working from home much easier.  It was quick and easy to set up.  The numeric side keyboard greatly speeds up any type of number entry.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
19,19,Elaine C Kossakowski,"May 24, 2022",1.0 out of 5 stars,False advertisement,It says and shows that it has a DVDRW. When I got the lap top it did not have what was advertised. I didn't even boot it up. I just put it back in the box and sent back. In my opinion you falsely advertised the product.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
20,20,Amazon Customer,"October 7, 2021",5.0 out of 5 stars,Nice and fast,Just what I needed,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
21,21,Amazon Customer,"June 3, 2021",5.0 out of 5 stars,Super Nice!,"Muy excelente equipo, lo que no me gusto fue la resolución de la pantalla. Pero es una tremenda máquina!","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
22,22,Cantonian,"July 11, 2021",5.0 out of 5 stars,,,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
23,23,El,"June 26, 2021",5.0 out of 5 stars,Toshiba is the name you can true,So far so great!  everything are what I want.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
24,24,Shawn,"July 8, 2021",5.0 out of 5 stars,Love,Great product . It will be great for what I do.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
25,25,Justo Humberto Vera Magaña,"August 9, 2021",5.0 out of 5 stars,Dynamic book,I always trusted Toshiba ❗ you're best in business.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
26,26,Kim J.,"May 1, 2021",5.0 out of 5 stars,Nice for the price although is not touch screen.,Liked the functional design.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
27,27,Earl,"October 2, 2020",5.0 out of 5 stars,Excellent computer,Love how it doesn't weigh a ton like my other Dell laptop.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
28,28,MsConnie,"February 8, 2022",1.0 out of 5 stars,Laptop review.,I use it as my desktop most of the time but it’s very nice to unplug it and go. Plenty of storage and speed.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
29,29,Dan Loo,"October 12, 2021",1.0 out of 5 stars,Screen Blackout,"Shortly after receiving the Dynabook, the screen would go black without warning or reason, often shutting down computer.  When I tried to contact the Amazon supplier, had to go thru Amazon email. Supplier replied same day return/refund expired with ""Sorry, contact manufacturer.""","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
30,30,A. Doreste,"October 21, 2020",5.0 out of 5 stars,GREAT DELIVERY SERVICE,EXCELENT PRODUCT AND AMAZON SERVICE THE BEST!!!!,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
31,31,Amazon Customer,"October 25, 2021",1.0 out of 5 stars,Defective computer shipped and returned. No refund weeks later.,"Starting new business and this has been a disaster. The returned computer was received on the 18th and yet to be credited. Contacting someone about this has been a real pain.  I wanted to order another, but think i'll just go to best buy.","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
32,32,Amazon Customer,"October 18, 2020",5.0 out of 5 stars,Preoccessor,Excellent laptop for business,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
33,33,michelle Wright,"September 28, 2021",1.0 out of 5 stars,Not worth the box it was packed in,Once a loyal Toshiba customer.  Quality has badly deteriorated- very cheap construction and materials.  Would not connect to internet on a consistent basis.  Toshiba only offers online support now from reference documents.  Don't bother and buy a Dell.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
34,34,Christine Hill,"June 22, 2021",1.0 out of 5 stars,Item defective,Computer rich pad did not work.  Returned and still waiting for refundIf it doesn't appear this week I will notify credit card company.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
35,35,Ronda Eisenbarger,"December 19, 2021",1.0 out of 5 stars,Never stays on kicks me out. Get hot and over heats,I would not ever buy this again.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
36,36,Dennis Barker,"July 20, 2021",1.0 out of 5 stars,Not a touchscreen falsely advertised with the touch pen,Falsely advertised with a touch pen but not a touchscreen - extremely disappointed,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
37,37,Taylor,"September 15, 2020",5.0 out of 5 stars,Helpful,"I really love using it, it's very easy to do work on and it runs games just fine. I reccomend it, plus it loads fast as a bonus.","Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
38,38,Sunshine,"November 24, 2021",5.0 out of 5 stars,Toshiba still makes a great laptop!,I had a Toshiba for 5 or 6 years which stopped updating so I purchased another one. So far I am quitepleased with it and wanted an i7 processor along with a dvd. I found this easy to set up too.,"Dynabook Toshiba Satellite Pro L50-G Business Computer, 15.6"" FHD Laptop, Intel Quard-Core i7-10510U, 64GB DDR4 RAM, 2TB PCIe SSD, GeForce MX250 2GB, Bluetooth, WiFi, Webcam, Type-C, Windows 10 Pro","$2,399.00",review12.csv
0,0,MovieGuy,"August 10, 2022",5.0 out of 5 stars,Powerful performance,"Fast delivery, I ordered it on a Monday and it arrived Tuesday. So far it is very reliable and easy to use.","2022 Latest Toshiba Dynabook Satellite Pro L50-G 15.6"" FHD (Intel Quad Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NVIDIA MX250 2GB Graphics) Full HD Business Laptop, Webcam, Windows 10 Pro",$899.99,reviews1.csv
1,1,Chris,"June 7, 2022",5.0 out of 5 stars,Great Toshiba computer,I love this computer.  Had two Toshibas before and they were excellent.  Still have them.  They are reliable and work horses.  Much better than HP or Lenovo..,"2022 Latest Toshiba Dynabook Satellite Pro L50-G 15.6"" FHD (Intel Quad Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NVIDIA MX250 2GB Graphics) Full HD Business Laptop, Webcam, Windows 10 Pro",$899.99,reviews1.csv
2,2,James C. Norton,"August 22, 2020",5.0 out of 5 stars,as advertised out of the runs great,it is everything I could ask for,"2022 Latest Toshiba Dynabook Satellite Pro L50-G 15.6"" FHD (Intel Quad Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NVIDIA MX250 2GB Graphics) Full HD Business Laptop, Webcam, Windows 10 Pro",$899.99,reviews1.csv
3,3,Terrie Zens,"December 19, 2021",1.0 out of 5 stars,Buy something else.,"The second time I opened this brand  new laptop I got a black screen. I sent it back, and won’t buy another Toshiba product again.","2022 Latest Toshiba Dynabook Satellite Pro L50-G 15.6"" FHD (Intel Quad Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NVIDIA MX250 2GB Graphics) Full HD Business Laptop, Webcam, Windows 10 Pro",$899.99,reviews1.csv
4,4,Ana L. de Castellanos,"February 21, 2022",5.0 out of 5 stars,Great acquisition!,"This laptop is a “must” have item. I do not use it for gaming or graphics, but it is perfect for what I do. It is fast, silent, slim, light and GREAT.","2022 Latest Toshiba Dynabook Satellite Pro L50-G 15.6"" FHD (Intel Quad Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NVIDIA MX250 2GB Graphics) Full HD Business Laptop, Webcam, Windows 10 Pro",$899.99,reviews1.csv
5,5,Mercedes Rochelle,"September 7, 2021",5.0 out of 5 stars,Beautiful display,"When I opened the box I was horrified that it didn't contain a Toshiba. My old laptop lasted eight years without a glitch, though it's finally starting to fail. I wanted another Toshiba, though I didn't realize that Toshiba had been sold to Spark in 2018—hence the Dynabook. Once I got over my disappointment, I was very impressed by the quality of the monitor. It is sharp and brilliant. The keyboard is full sized, though the number buttons are a little narrower. The keys are all in the same place and you can click anywhere on the keypad to ""enter"". For some reason, the place where I put my hands is more comfortable than I am used to. Happily, it still contains a DVD player. It has 3 regular USB ports and one USB-C connector, only one jack for sound (when I plugged in my speakers it deactivated the microphone), the HDMI and Cat-5 connector. I was surprised at how small the Hard Drive was... only 256 GB. But the processing speed is more than acceptable and I don't save a lot of photos. I'm quite content with this machine.","2022 Latest Toshiba Dynabook Satellite Pro L50-G 15.6"" FHD (Intel Quad Core i7-10510U, 16GB RAM, 512GB PCIe SSD, NVIDIA MX250 2GB Graphics) Full HD Business Laptop, Webcam, Windows 10 Pro",$899.99,reviews1.csv
0,0,BasicTek,"June 23, 2015",3.0 out of 5 stars,I had a Daunting wish list for a new laptop and Toshiba deilvered untill it started breaking!,"I got everything I wanted with this Toshiba and then some. On my list were the following...Intel I(3,5, or 7) processor at least 8 GB RAM, 14 - 15"" screen with at least 1920x1080 resolution, SSD (none of this hybrid nonsense and as far as I'm concerned the only reason laptops are coming with things like 54000 RPM drives, and wireless n, is to dump and overstock of now obsolete hardware). Anyway back to the list, a backlit keyboard, dual band wireless, touch screen, tablet capability (either flipping or detaching), light weight, good battery life, and the big kicker I didn't want to pay over $700 (really $500 or $600 was the sweet price). I had been on the lookout for many months maybe even over a year, and there were always a couple features missing or the price was extremely high (or more often both features missing like SSD and higher price). When this laptop finally came across my path it was on slickdeals posted for adorama at $699. It was my wife's bday and I didn't have the funds, but I keep searching for the model # to see if any other deals would come up while I found the money. Then a refurb shows up on amazon for $550 (bonus was a year free interest on my amazon card). Everything on my list was met or exceeded (best processor, more memory, wireless AC, very good reviews, just an amazing combination of hardware. Now I could remove a star for Windows 8.1 but will let that slide as 10 for free will be out soon. This laptop will boot from off in 4 seconds, that's really 4 seconds and you can start working, it's completely ready (I have tweaked it a little and removed some pre installed software), Even though refurb the one I got was indistinguishable from new and has no issues whatsoever, wifi is perfect (I saw some complain about that), the speed and performance of this laptop is extraordinary for day to day tasks. It's not being used for gaming so any video card limitations are no issue. Toshiba did a great job here and I wish more companies would package desirable hardware and not just obsolete junk they need to dump off on unknowing consumers. If they had more stars I'd give them. BRAVO Toshiba!!!!!To note: Reason from going from 5 stars to 3. About 8 months later (5 outside the refurb warranty) our touchpad mouse broke. While I wouldn't use a touchpad my wife couldn't live without it. I got a replacement on ebay for $12 and installed it easily in about 45 min. This may have been a bigger problem for folks that don't know how to repair laptops. I'm still giving it 5 stars for super performance and a minor low cost problem but others should take note this is not  the only mouse failure reported they are common. About 2 years later the keyboard has keys falling off and intermittently not working. the LCD display is leaking or something on the bottom so it is deteriorating (this may be form being bumped but there is no visual damage) Overall I reduced the rating to 3 stars because I've had too many issues with a laptop that rarely leaves the house. Still a powerful beast but seemingly a little fragile or not built as well as some other name brands","Toshiba Flagship 2-in-1 Convertible Tablet UltraBook 15.6"" Touchscreen Laptop P55W-B5318 - Intel Core i7-4510U - 12GB DDR3L Ram Memory - 256GB SSD Solid State Drive Satin Gold",$449.00,reviews10.csv
1,1,mariolina,"December 31, 2016",3.0 out of 5 stars,"Defective keyboard, long wait for repairs, cosmetic damage by repair shop - Would NOT buy again","I chose this laptop for its great specs (at the time I bought it) -- a large screen, convertible format, USB 3.0 drives, a solid state drive, and so forth. At the time, there were virtually no reviews because it was brand new to the market. I had been signifcantly underemployed and even unemployed during the Great Recesssion and I've have been playing catch-up ever since, so this notebook was a significant expense for me, but I had to buy one because I had enrolled in a programming course. Unfortunately, I soon realized that the keyboard was defective, and I had to send it back to be repaired. The repair took over two months, so I wasn't able to use it for my course. I did manage to borrow a friend's underpowered laptop, but it was a huge inconvenience for both of us. When I finally got my repaired computer back, I immediately saw that the repair center had damaged the case. The damage was cosmetic, so I reluctantly let it go because I had already inconvenienced my friend enough. However, after skimping, saving, and waiting for something as long as I have for this, and even breaking my budget, and then not being able to use it for its primary purpose, the scratches just added insult to injury. The rule for buying high tech is to buy it when you need it, never in advance, because the capabilies will increase and the prices will drop dramatically. I feel cheated because I didn't get to use this for the purpose I bought it for when I needed it, and during the over two months of downtime while I waited for it to be repaired, better options became available at lower prices. I would NEVER had bought a laptop over two months before I planned to use it, but that's what happened. Not to mention that when you buy something new, especially when you are paying more than the average cost for that item, you deserve to receive something in pristine, perfect, new condition, not scratched up, as this was when I finally was able to use it.This has to rank as one of the very worst shopping experiences in my life.Final summary: After getting the defective keyboard fixed, this turned out to be a pretty nice computer, and I would have ranked it higher if it had worked as it should have out of the box, and if Toshiba's customer server and repair had been acceptable. More than anything -- features, speed, portability, and other factors, computers need to be reliable.","Toshiba Flagship 2-in-1 Convertible Tablet UltraBook 15.6"" Touchscreen Laptop P55W-B5318 - Intel Core i7-4510U - 12GB DDR3L Ram Memory - 256GB SSD Solid State Drive Satin Gold",$449.00,reviews10.csv
